case,threshold,goal_id,precision_at_k,recall_at_k,f1_at_k,fpr,candidate_count,admitted_count,relevant_count,tp,fp
case1,0.96,G-U0062-02,0.75,0.3,0.4286,0.0164,4,4,10,3,1
case2,0.94,G-U0062-02,0.8,0.4,0.5333,0.0164,8,5,10,4,1
case3,0.92,G-U0062-02,0.8,0.4,0.5333,0.0164,28,5,10,4,1
case4,0.9,G-U0062-02,0.8,0.4,0.5333,0.0164,47,5,10,4,1
case5,0.88,G-U0062-02,0.8,0.4,0.5333,0.0164,67,5,10,4,1
case6,0.85,G-U0062-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0062-03,0.8,0.4,0.5333,0.0164,6,5,10,4,1
case2,0.94,G-U0062-03,0.8,0.4,0.5333,0.0164,11,5,10,4,1
case3,0.92,G-U0062-03,0.8,0.4,0.5333,0.0164,18,5,10,4,1
case4,0.9,G-U0062-03,0.8,0.4,0.5333,0.0164,27,5,10,4,1
case5,0.88,G-U0062-03,0.8,0.4,0.5333,0.0164,47,5,10,4,1
case6,0.85,G-U0062-03,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0062-04,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0062-04,1.0,0.5,0.6667,0.0,12,5,10,5,0
case3,0.92,G-U0062-04,1.0,0.5,0.6667,0.0,18,5,10,5,0
case4,0.9,G-U0062-04,1.0,0.5,0.6667,0.0,38,5,10,5,0
case5,0.88,G-U0062-04,1.0,0.5,0.6667,0.0,56,5,10,5,0
case6,0.85,G-U0062-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0063-01,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0063-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case3,0.92,G-U0063-01,1.0,0.5,0.6667,0.0,7,5,10,5,0
case4,0.9,G-U0063-01,1.0,0.5,0.6667,0.0,20,5,10,5,0
case5,0.88,G-U0063-01,1.0,0.5,0.6667,0.0,36,5,10,5,0
case6,0.85,G-U0063-01,1.0,0.5,0.6667,0.0,68,5,10,5,0
case1,0.96,G-U0063-02,1.0,0.5,0.6667,0.0,9,5,10,5,0
case2,0.94,G-U0063-02,1.0,0.5,0.6667,0.0,28,5,10,5,0
case3,0.92,G-U0063-02,1.0,0.5,0.6667,0.0,49,5,10,5,0
case4,0.9,G-U0063-02,1.0,0.5,0.6667,0.0,70,5,10,5,0
case5,0.88,G-U0063-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0063-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0063-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0063-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case3,0.92,G-U0063-03,1.0,0.5,0.6667,0.0,12,5,10,5,0
case4,0.9,G-U0063-03,1.0,0.5,0.6667,0.0,37,5,10,5,0
case5,0.88,G-U0063-03,1.0,0.5,0.6667,0.0,63,5,10,5,0
case6,0.85,G-U0063-03,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0063-04,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0063-04,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0063-04,1.0,0.5,0.6667,0.0,23,5,10,5,0
case4,0.9,G-U0063-04,1.0,0.5,0.6667,0.0,34,5,10,5,0
case5,0.88,G-U0063-04,1.0,0.5,0.6667,0.0,48,5,10,5,0
case6,0.85,G-U0063-04,1.0,0.5,0.6667,0.0,69,5,10,5,0
case1,0.96,G-U0064-01,0.8,0.4,0.5333,0.0196,5,5,10,4,1
case2,0.94,G-U0064-01,0.8,0.4,0.5333,0.0196,13,5,10,4,1
case3,0.92,G-U0064-01,0.8,0.4,0.5333,0.0196,19,5,10,4,1
case4,0.9,G-U0064-01,0.8,0.4,0.5333,0.0196,40,5,10,4,1
case5,0.88,G-U0064-01,0.8,0.4,0.5333,0.0196,56,5,10,4,1
case6,0.85,G-U0064-01,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0064-02,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0064-02,1.0,0.5,0.6667,0.0,7,5,10,5,0
case3,0.92,G-U0064-02,1.0,0.5,0.6667,0.0,17,5,10,5,0
case4,0.9,G-U0064-02,1.0,0.5,0.6667,0.0,47,5,10,5,0
case5,0.88,G-U0064-02,1.0,0.5,0.6667,0.0,60,5,10,5,0
case6,0.85,G-U0064-02,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0064-03,0.8,0.4,0.5333,0.0196,14,5,10,4,1
case2,0.94,G-U0064-03,0.8,0.4,0.5333,0.0196,19,5,10,4,1
case3,0.92,G-U0064-03,0.8,0.4,0.5333,0.0196,28,5,10,4,1
case4,0.9,G-U0064-03,0.8,0.4,0.5333,0.0196,48,5,10,4,1
case5,0.88,G-U0064-03,0.8,0.4,0.5333,0.0196,60,5,10,4,1
case6,0.85,G-U0064-03,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0065-01,0.8,0.4,0.5333,0.0164,6,5,10,4,1
case2,0.94,G-U0065-01,0.8,0.4,0.5333,0.0164,14,5,10,4,1
case3,0.92,G-U0065-01,0.8,0.4,0.5333,0.0164,29,5,10,4,1
case4,0.9,G-U0065-01,0.8,0.4,0.5333,0.0164,59,5,10,4,1
case5,0.88,G-U0065-01,0.8,0.4,0.5333,0.0164,69,5,10,4,1
case6,0.85,G-U0065-01,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0065-02,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0065-02,1.0,0.4,0.5714,0.0,4,4,10,4,0
case3,0.92,G-U0065-02,1.0,0.5,0.6667,0.0,8,5,10,5,0
case4,0.9,G-U0065-02,1.0,0.5,0.6667,0.0,14,5,10,5,0
case5,0.88,G-U0065-02,1.0,0.5,0.6667,0.0,34,5,10,5,0
case6,0.85,G-U0065-02,1.0,0.5,0.6667,0.0,69,5,10,5,0
case1,0.96,G-U0065-03,1.0,0.5,0.6667,0.0,8,5,10,5,0
case2,0.94,G-U0065-03,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0065-03,1.0,0.5,0.6667,0.0,14,5,10,5,0
case4,0.9,G-U0065-03,1.0,0.5,0.6667,0.0,20,5,10,5,0
case5,0.88,G-U0065-03,1.0,0.5,0.6667,0.0,49,5,10,5,0
case6,0.85,G-U0065-03,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0065-04,0.6,0.3,0.4,0.0328,5,5,10,3,2
case2,0.94,G-U0065-04,0.6,0.3,0.4,0.0328,14,5,10,3,2
case3,0.92,G-U0065-04,0.6,0.3,0.4,0.0328,38,5,10,3,2
case4,0.9,G-U0065-04,0.6,0.3,0.4,0.0328,61,5,10,3,2
case5,0.88,G-U0065-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case6,0.85,G-U0065-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0066-01,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0066-01,0.6,0.3,0.4,0.0282,10,5,10,3,2
case3,0.92,G-U0066-01,0.6,0.3,0.4,0.0282,40,5,10,3,2
case4,0.9,G-U0066-01,0.6,0.3,0.4,0.0282,64,5,10,3,2
case5,0.88,G-U0066-01,0.6,0.3,0.4,0.0282,80,5,10,3,2
case6,0.85,G-U0066-01,0.6,0.3,0.4,0.0282,81,5,10,3,2
case1,0.96,G-U0066-02,0.6667,0.2,0.3077,0.0141,3,3,10,2,1
case2,0.94,G-U0066-02,0.4,0.2,0.2667,0.0423,6,5,10,2,3
case3,0.92,G-U0066-02,0.4,0.2,0.2667,0.0423,9,5,10,2,3
case4,0.9,G-U0066-02,0.4,0.2,0.2667,0.0423,21,5,10,2,3
case5,0.88,G-U0066-02,0.4,0.2,0.2667,0.0423,41,5,10,2,3
case6,0.85,G-U0066-02,0.4,0.2,0.2667,0.0423,79,5,10,2,3
case1,0.96,G-U0066-03,1.0,0.5,0.6667,0.0,11,5,10,5,0
case2,0.94,G-U0066-03,1.0,0.5,0.6667,0.0,22,5,10,5,0
case3,0.92,G-U0066-03,1.0,0.5,0.6667,0.0,32,5,10,5,0
case4,0.9,G-U0066-03,1.0,0.5,0.6667,0.0,57,5,10,5,0
case5,0.88,G-U0066-03,1.0,0.5,0.6667,0.0,75,5,10,5,0
case6,0.85,G-U0066-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0066-04,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0066-04,1.0,0.5,0.6667,0.0,17,5,10,5,0
case3,0.92,G-U0066-04,1.0,0.5,0.6667,0.0,29,5,10,5,0
case4,0.9,G-U0066-04,1.0,0.5,0.6667,0.0,46,5,10,5,0
case5,0.88,G-U0066-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0066-04,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0066-05,0.4,0.2,0.2667,0.0423,12,5,10,2,3
case2,0.94,G-U0066-05,0.4,0.2,0.2667,0.0423,23,5,10,2,3
case3,0.92,G-U0066-05,0.4,0.2,0.2667,0.0423,43,5,10,2,3
case4,0.9,G-U0066-05,0.4,0.2,0.2667,0.0423,57,5,10,2,3
case5,0.88,G-U0066-05,0.4,0.2,0.2667,0.0423,80,5,10,2,3
case6,0.85,G-U0066-05,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case1,0.96,G-U0067-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0067-01,1.0,0.5,0.6667,0.0,10,5,10,5,0
case3,0.92,G-U0067-01,1.0,0.5,0.6667,0.0,22,5,10,5,0
case4,0.9,G-U0067-01,1.0,0.5,0.6667,0.0,52,5,10,5,0
case5,0.88,G-U0067-01,1.0,0.5,0.6667,0.0,79,5,10,5,0
case6,0.85,G-U0067-01,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0067-02,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0067-02,1.0,0.3,0.4615,0.0,3,3,10,3,0
case3,0.92,G-U0067-02,0.6,0.3,0.4,0.0282,14,5,10,3,2
case4,0.9,G-U0067-02,0.6,0.3,0.4,0.0282,30,5,10,3,2
case5,0.88,G-U0067-02,0.6,0.3,0.4,0.0282,60,5,10,3,2
case6,0.85,G-U0067-02,0.6,0.3,0.4,0.0282,76,5,10,3,2
case1,0.96,G-U0067-03,0.4,0.2,0.2667,0.0423,6,5,10,2,3
case2,0.94,G-U0067-03,0.4,0.2,0.2667,0.0423,17,5,10,2,3
case3,0.92,G-U0067-03,0.4,0.2,0.2667,0.0423,36,5,10,2,3
case4,0.9,G-U0067-03,0.4,0.2,0.2667,0.0423,46,5,10,2,3
case5,0.88,G-U0067-03,0.4,0.2,0.2667,0.0423,74,5,10,2,3
case6,0.85,G-U0067-03,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case1,0.96,G-U0067-04,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0067-04,1.0,0.5,0.6667,0.0,19,5,10,5,0
case3,0.92,G-U0067-04,1.0,0.5,0.6667,0.0,43,5,10,5,0
case4,0.9,G-U0067-04,1.0,0.5,0.6667,0.0,63,5,10,5,0
case5,0.88,G-U0067-04,1.0,0.5,0.6667,0.0,79,5,10,5,0
case6,0.85,G-U0067-04,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0067-05,0.8,0.4,0.5333,0.0141,13,5,10,4,1
case2,0.94,G-U0067-05,0.8,0.4,0.5333,0.0141,27,5,10,4,1
case3,0.92,G-U0067-05,0.8,0.4,0.5333,0.0141,48,5,10,4,1
case4,0.9,G-U0067-05,0.8,0.4,0.5333,0.0141,71,5,10,4,1
case5,0.88,G-U0067-05,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case6,0.85,G-U0067-05,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0068-01,0.8,0.4,0.5333,0.0164,6,5,10,4,1
case2,0.94,G-U0068-01,0.8,0.4,0.5333,0.0164,13,5,10,4,1
case3,0.92,G-U0068-01,0.8,0.4,0.5333,0.0164,27,5,10,4,1
case4,0.9,G-U0068-01,0.8,0.4,0.5333,0.0164,47,5,10,4,1
case5,0.88,G-U0068-01,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case6,0.85,G-U0068-01,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0068-02,0.0,0.0,0.0,0.082,6,5,10,0,5
case2,0.94,G-U0068-02,0.0,0.0,0.0,0.082,11,5,10,0,5
case3,0.92,G-U0068-02,0.0,0.0,0.0,0.082,22,5,10,0,5
case4,0.9,G-U0068-02,0.0,0.0,0.0,0.082,52,5,10,0,5
case5,0.88,G-U0068-02,0.0,0.0,0.0,0.082,69,5,10,0,5
case6,0.85,G-U0068-02,0.0,0.0,0.0,0.082,71,5,10,0,5
case1,0.96,G-U0068-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0068-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case3,0.92,G-U0068-03,1.0,0.5,0.6667,0.0,14,5,10,5,0
case4,0.9,G-U0068-03,1.0,0.5,0.6667,0.0,22,5,10,5,0
case5,0.88,G-U0068-03,1.0,0.5,0.6667,0.0,54,5,10,5,0
case6,0.85,G-U0068-03,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0068-04,0.8,0.4,0.5333,0.0164,7,5,10,4,1
case2,0.94,G-U0068-04,0.8,0.4,0.5333,0.0164,18,5,10,4,1
case3,0.92,G-U0068-04,0.8,0.4,0.5333,0.0164,31,5,10,4,1
case4,0.9,G-U0068-04,0.8,0.4,0.5333,0.0164,47,5,10,4,1
case5,0.88,G-U0068-04,0.8,0.4,0.5333,0.0164,70,5,10,4,1
case6,0.85,G-U0068-04,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0069-01,0.8,0.4,0.5333,0.0164,8,5,10,4,1
case2,0.94,G-U0069-01,0.8,0.4,0.5333,0.0164,18,5,10,4,1
case3,0.92,G-U0069-01,0.8,0.4,0.5333,0.0164,24,5,10,4,1
case4,0.9,G-U0069-01,0.8,0.4,0.5333,0.0164,37,5,10,4,1
case5,0.88,G-U0069-01,0.8,0.4,0.5333,0.0164,50,5,10,4,1
case6,0.85,G-U0069-01,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0069-02,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0069-02,0.8,0.4,0.5333,0.0164,18,5,10,4,1
case3,0.92,G-U0069-02,0.8,0.4,0.5333,0.0164,38,5,10,4,1
case4,0.9,G-U0069-02,0.8,0.4,0.5333,0.0164,59,5,10,4,1
case5,0.88,G-U0069-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case6,0.85,G-U0069-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0069-03,0.8,0.4,0.5333,0.0164,19,5,10,4,1
case2,0.94,G-U0069-03,0.8,0.4,0.5333,0.0164,35,5,10,4,1
case3,0.92,G-U0069-03,0.8,0.4,0.5333,0.0164,57,5,10,4,1
case4,0.9,G-U0069-03,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case5,0.88,G-U0069-03,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case6,0.85,G-U0069-03,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0069-04,0.8,0.4,0.5333,0.0164,20,5,10,4,1
case2,0.94,G-U0069-04,0.8,0.4,0.5333,0.0164,24,5,10,4,1
case3,0.92,G-U0069-04,0.8,0.4,0.5333,0.0164,33,5,10,4,1
case4,0.9,G-U0069-04,0.8,0.4,0.5333,0.0164,46,5,10,4,1
case5,0.88,G-U0069-04,0.8,0.4,0.5333,0.0164,60,5,10,4,1
case6,0.85,G-U0069-04,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0070-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0070-01,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0070-01,1.0,0.5,0.6667,0.0,21,5,10,5,0
case4,0.9,G-U0070-01,1.0,0.5,0.6667,0.0,47,5,10,5,0
case5,0.88,G-U0070-01,1.0,0.5,0.6667,0.0,67,5,10,5,0
case6,0.85,G-U0070-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0070-02,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0070-02,0.8,0.4,0.5333,0.0164,12,5,10,4,1
case3,0.92,G-U0070-02,0.8,0.4,0.5333,0.0164,26,5,10,4,1
case4,0.9,G-U0070-02,0.8,0.4,0.5333,0.0164,41,5,10,4,1
case5,0.88,G-U0070-02,0.8,0.4,0.5333,0.0164,66,5,10,4,1
case6,0.85,G-U0070-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0070-03,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0070-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case3,0.92,G-U0070-03,1.0,0.5,0.6667,0.0,15,5,10,5,0
case4,0.9,G-U0070-03,1.0,0.5,0.6667,0.0,20,5,10,5,0
case5,0.88,G-U0070-03,1.0,0.5,0.6667,0.0,33,5,10,5,0
case6,0.85,G-U0070-03,1.0,0.5,0.6667,0.0,67,5,10,5,0
case1,0.96,G-U0070-04,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0070-04,1.0,0.5,0.6667,0.0,12,5,10,5,0
case3,0.92,G-U0070-04,1.0,0.5,0.6667,0.0,21,5,10,5,0
case4,0.9,G-U0070-04,1.0,0.5,0.6667,0.0,47,5,10,5,0
case5,0.88,G-U0070-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0070-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0071-01,0.6,0.3,0.4,0.0328,14,5,10,3,2
case2,0.94,G-U0071-01,0.6,0.3,0.4,0.0328,33,5,10,3,2
case3,0.92,G-U0071-01,0.6,0.3,0.4,0.0328,47,5,10,3,2
case4,0.9,G-U0071-01,0.6,0.3,0.4,0.0328,62,5,10,3,2
case5,0.88,G-U0071-01,0.6,0.3,0.4,0.0328,71,5,10,3,2
case6,0.85,G-U0071-01,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0071-02,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0071-02,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0071-02,1.0,0.5,0.6667,0.0,10,5,10,5,0
case4,0.9,G-U0071-02,1.0,0.5,0.6667,0.0,21,5,10,5,0
case5,0.88,G-U0071-02,1.0,0.5,0.6667,0.0,37,5,10,5,0
case6,0.85,G-U0071-02,1.0,0.5,0.6667,0.0,66,5,10,5,0
case1,0.96,G-U0071-03,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0071-03,1.0,0.3,0.4615,0.0,3,3,10,3,0
case3,0.92,G-U0071-03,0.6,0.3,0.4,0.0328,6,5,10,3,2
case4,0.9,G-U0071-03,0.6,0.3,0.4,0.0328,14,5,10,3,2
case5,0.88,G-U0071-03,0.6,0.3,0.4,0.0328,42,5,10,3,2
case6,0.85,G-U0071-03,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0071-04,0.2,0.1,0.1333,0.0656,28,5,10,1,4
case2,0.94,G-U0071-04,0.2,0.1,0.1333,0.0656,56,5,10,1,4
case3,0.92,G-U0071-04,0.2,0.1,0.1333,0.0656,70,5,10,1,4
case4,0.9,G-U0071-04,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case5,0.88,G-U0071-04,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case6,0.85,G-U0071-04,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case1,0.96,G-U0072-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0072-01,1.0,0.5,0.6667,0.0,13,5,10,5,0
case3,0.92,G-U0072-01,1.0,0.5,0.6667,0.0,25,5,10,5,0
case4,0.9,G-U0072-01,1.0,0.5,0.6667,0.0,41,5,10,5,0
case5,0.88,G-U0072-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0072-01,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0072-02,1.0,0.5,0.6667,0.0,8,5,10,5,0
case2,0.94,G-U0072-02,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0072-02,1.0,0.5,0.6667,0.0,10,5,10,5,0
case4,0.9,G-U0072-02,1.0,0.5,0.6667,0.0,24,5,10,5,0
case5,0.88,G-U0072-02,1.0,0.5,0.6667,0.0,43,5,10,5,0
case6,0.85,G-U0072-02,1.0,0.5,0.6667,0.0,74,5,10,5,0
case1,0.96,G-U0072-03,0.0,0.0,0.0,0.0704,29,5,10,0,5
case2,0.94,G-U0072-03,0.0,0.0,0.0,0.0704,57,5,10,0,5
case3,0.92,G-U0072-03,0.0,0.0,0.0,0.0704,80,5,10,0,5
case4,0.9,G-U0072-03,0.0,0.0,0.0,0.0704,81,5,10,0,5
case5,0.88,G-U0072-03,0.0,0.0,0.0,0.0704,81,5,10,0,5
case6,0.85,G-U0072-03,0.0,0.0,0.0,0.0704,81,5,10,0,5
case1,0.96,G-U0072-04,1.0,0.2,0.3333,0.0,2,2,10,2,0
case2,0.94,G-U0072-04,1.0,0.3,0.4615,0.0,3,3,10,3,0
case3,0.92,G-U0072-04,0.8,0.4,0.5333,0.0141,10,5,10,4,1
case4,0.9,G-U0072-04,0.8,0.4,0.5333,0.0141,22,5,10,4,1
case5,0.88,G-U0072-04,0.8,0.4,0.5333,0.0141,38,5,10,4,1
case6,0.85,G-U0072-04,0.8,0.4,0.5333,0.0141,71,5,10,4,1
case1,0.96,G-U0072-05,1.0,0.5,0.6667,0.0,9,5,10,5,0
case2,0.94,G-U0072-05,1.0,0.5,0.6667,0.0,17,5,10,5,0
case3,0.92,G-U0072-05,1.0,0.5,0.6667,0.0,46,5,10,5,0
case4,0.9,G-U0072-05,1.0,0.5,0.6667,0.0,67,5,10,5,0
case5,0.88,G-U0072-05,1.0,0.5,0.6667,0.0,81,5,10,5,0
case6,0.85,G-U0072-05,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0073-01,1.0,0.2,0.3333,0.0,2,2,10,2,0
case2,0.94,G-U0073-01,1.0,0.3,0.4615,0.0,3,3,10,3,0
case3,0.92,G-U0073-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case4,0.9,G-U0073-01,1.0,0.5,0.6667,0.0,13,5,10,5,0
case5,0.88,G-U0073-01,1.0,0.5,0.6667,0.0,24,5,10,5,0
case6,0.85,G-U0073-01,1.0,0.5,0.6667,0.0,54,5,10,5,0
case1,0.96,G-U0073-02,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0073-02,1.0,0.5,0.6667,0.0,7,5,10,5,0
case3,0.92,G-U0073-02,1.0,0.5,0.6667,0.0,12,5,10,5,0
case4,0.9,G-U0073-02,1.0,0.5,0.6667,0.0,24,5,10,5,0
case5,0.88,G-U0073-02,1.0,0.5,0.6667,0.0,35,5,10,5,0
case6,0.85,G-U0073-02,1.0,0.5,0.6667,0.0,72,5,10,5,0
case1,0.96,G-U0073-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0073-03,1.0,0.5,0.6667,0.0,14,5,10,5,0
case3,0.92,G-U0073-03,1.0,0.5,0.6667,0.0,41,5,10,5,0
case4,0.9,G-U0073-03,1.0,0.5,0.6667,0.0,76,5,10,5,0
case5,0.88,G-U0073-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case6,0.85,G-U0073-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0073-04,0.8,0.4,0.5333,0.0141,16,5,10,4,1
case2,0.94,G-U0073-04,0.8,0.4,0.5333,0.0141,30,5,10,4,1
case3,0.92,G-U0073-04,0.8,0.4,0.5333,0.0141,49,5,10,4,1
case4,0.9,G-U0073-04,0.8,0.4,0.5333,0.0141,74,5,10,4,1
case5,0.88,G-U0073-04,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case6,0.85,G-U0073-04,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0073-05,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0073-05,0.4,0.2,0.2667,0.0423,26,5,10,2,3
case3,0.92,G-U0073-05,0.4,0.2,0.2667,0.0423,44,5,10,2,3
case4,0.9,G-U0073-05,0.4,0.2,0.2667,0.0423,70,5,10,2,3
case5,0.88,G-U0073-05,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case6,0.85,G-U0073-05,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case1,0.96,G-U0074-01,1.0,0.5,0.6667,0.0,10,5,10,5,0
case2,0.94,G-U0074-01,1.0,0.5,0.6667,0.0,16,5,10,5,0
case3,0.92,G-U0074-01,1.0,0.5,0.6667,0.0,22,5,10,5,0
case4,0.9,G-U0074-01,1.0,0.5,0.6667,0.0,40,5,10,5,0
case5,0.88,G-U0074-01,1.0,0.5,0.6667,0.0,60,5,10,5,0
case6,0.85,G-U0074-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0074-02,0.8,0.4,0.5333,0.0164,5,5,10,4,1
case2,0.94,G-U0074-02,0.8,0.4,0.5333,0.0164,11,5,10,4,1
case3,0.92,G-U0074-02,0.8,0.4,0.5333,0.0164,23,5,10,4,1
case4,0.9,G-U0074-02,0.8,0.4,0.5333,0.0164,44,5,10,4,1
case5,0.88,G-U0074-02,0.8,0.4,0.5333,0.0164,69,5,10,4,1
case6,0.85,G-U0074-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0074-03,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0074-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0074-03,1.0,0.5,0.6667,0.0,16,5,10,5,0
case4,0.9,G-U0074-03,1.0,0.5,0.6667,0.0,50,5,10,5,0
case5,0.88,G-U0074-03,1.0,0.5,0.6667,0.0,68,5,10,5,0
case6,0.85,G-U0074-03,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0074-04,1.0,0.5,0.6667,0.0,8,5,10,5,0
case2,0.94,G-U0074-04,1.0,0.5,0.6667,0.0,15,5,10,5,0
case3,0.92,G-U0074-04,1.0,0.5,0.6667,0.0,31,5,10,5,0
case4,0.9,G-U0074-04,1.0,0.5,0.6667,0.0,53,5,10,5,0
case5,0.88,G-U0074-04,1.0,0.5,0.6667,0.0,65,5,10,5,0
case6,0.85,G-U0074-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0075-01,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0075-01,1.0,0.5,0.6667,0.0,11,5,10,5,0
case3,0.92,G-U0075-01,1.0,0.5,0.6667,0.0,16,5,10,5,0
case4,0.9,G-U0075-01,1.0,0.5,0.6667,0.0,28,5,10,5,0
case5,0.88,G-U0075-01,1.0,0.5,0.6667,0.0,52,5,10,5,0
